iso,id,year,GG debt (% of GDP),GG debt ($ million),,
VNM,VNM2002,2002,27.711,"12,348.9",,
VNM,VNM2003,2003,29.835,"14,987.0",,
VNM,VNM2004,2004,29.363,"18,462.6",,
VNM,VNM2005,2005,28.669,"20,984.8",,
VNM,VNM2006,2006,30.248,"25,499.4",,
VNM,VNM2007,2007,32.21,"31,703.0",,
VNM,VNM2008,2008,31.045,"38,730.5",,
VNM,VNM2009,2009,36.17,"46,667.3",,
VNM,VNM2010,2010,37.286,"53,398.0",,
VNM,VNM2011,2011,36.185,"61,989.2",,
VNM,VNM2012,2012,38.33,"74,808.3",,
VNM,VNM2013,2013,41.413,"88,097.0",,
VNM,VNM2014,2014,43.642,"101,637.0",,
VNM,VNM2015,2015,46.117,"109,202.8",,
VNM,VNM2016,2016,47.88,"120,727.5",,
VNM,VNM2017,2017,46.621,"129,173.3",,
VNM,VNM2018,2018,43.798,"133,351.8",,
VNM,VNM2019,2019,40.993,"136,022.2",,
VNM,VNM2020,2020,41.319,"143,091.8",,
VNM,VNM2021,2021,39.237,"145,206.7",,
VNM,VNM2022,2022,34.737,"141,714.8",,
VNM,VNM2023,2023,34.371,"149,067.7",,
VNM,VNM2024,2024,33.815,"158,418.2",,
VNM,VNM2025,2025,33.206,"168,163.8",,
WBG,WBG2000,2000,20.024,863.8,,
WBG,WBG2001,2001,22.159,887.2,,
WBG,WBG2002,2002,20.87,742.1,,
WBG,WBG2003,2003,20.655,819.6,,
WBG,WBG2004,2004,21.091,970.8,,
WBG,WBG2005,2005,23.995,"1,230.0",,
WBG,WBG2006,2006,19.252,"1,029.6",,
WBG,WBG2007,2007,23.718,"1,379.4",,
WBG,WBG2008,2008,22.978,"1,679.7",,
WBG,WBG2009,2009,23.964,"1,937.7",,
WBG,WBG2010,2010,22.718,"2,199.6",,
WBG,WBG2011,2011,26.285,"2,940.2",,
WBG,WBG2012,2012,29.801,"3,638.1",,
WBG,WBG2013,2013,30.231,"4,086.0",,
WBG,WBG2014,2014,33.952,"4,749.9",,
WBG,WBG2015,2015,37.071,"5,179.6",,
WBG,WBG2016,2016,31.027,"4,779.7",,
WBG,WBG2017,2017,31.785,"5,126.3",,
WBG,WBG2018,2018,33.145,"5,395.0",,
WBG,WBG2019,2019,34.469,"5,905.9",,
WBG,WBG2020,2020,47.08,"7,312.5",,
WBG,WBG2021,2021,50.176,"9,086.4",,
WBG,WBG2022,2022,47.121,"9,031.2",,
WBG,WBG2023,2023,49.693,"8,657.0",,
WBG,WBG2024,2024,,,,
WBG,WBG2025,2025,,,,
YEM,YEM2000,2000,60.841,"5,888.8",,
YEM,YEM2001,2001,60.569,"5,967.9",,
YEM,YEM2002,2002,57.827,"6,183.4",,
YEM,YEM2003,2003,56.823,"6,692.6",,
YEM,YEM2004,2004,52.068,"7,220.8",,
YEM,YEM2005,2005,43.801,"7,328.8",,
YEM,YEM2006,2006,40.842,"7,785.7",,
YEM,YEM2007,2007,40.408,"8,748.7",,
YEM,YEM2008,2008,36.421,"9,801.3",,
YEM,YEM2009,2009,49.842,"12,525.3",,
YEM,YEM2010,2010,42.38,"13,098.4",,
YEM,YEM2011,2011,45.726,"14,964.3",,
YEM,YEM2012,2012,47.577,"16,842.7",,
YEM,YEM2013,2013,48.432,"19,573.8",,
YEM,YEM2014,2014,48.95,"21,160.6",,
YEM,YEM2015,2015,57.737,"24,505.9",,
YEM,YEM2016,2016,76.505,"23,959.8",,
YEM,YEM2017,2017,83.789,"22,490.6",,
YEM,YEM2018,2018,86.897,"18,775.0",,
YEM,YEM2019,2019,91.478,"20,022.7",,
YEM,YEM2020,2020,86.997,"17,590.8",,
YEM,YEM2021,2021,75.914,"14,722.8",,
YEM,YEM2022,2022,65.835,"15,493.6",,
YEM,YEM2023,2023,81.205,"15,271.4",,
YEM,YEM2024,2024,84.978,"13,759.6",,
YEM,YEM2025,2025,77.674,"12,597.9",,
ZMB,ZMB2000,2000,260.964,"9,397.3",,
ZMB,ZMB2001,2001,210.243,"8,136.4",,
ZMB,ZMB2002,2002,180.244,"7,559.4",,
ZMB,ZMB2003,2003,159.458,"7,816.6",,
ZMB,ZMB2004,2004,129.914,"8,081.9",,
ZMB,ZMB2005,2005,75.748,"6,309.1",,
ZMB,ZMB2006,2006,25.006,"3,191.3",,
ZMB,ZMB2007,2007,21.921,"3,082.1",,
ZMB,ZMB2008,2008,19.192,"3,438.1",,
ZMB,ZMB2009,2009,20.522,"3,146.4",,
ZMB,ZMB2010,2010,18.898,"3,829.5",,
ZMB,ZMB2011,2011,20.808,"4,880.5",,
ZMB,ZMB2012,2012,24.92,"6,355.1",,
ZMB,ZMB2013,2013,25.909,"7,265.4",,
ZMB,ZMB2014,2014,33.857,"9,190.5",,
ZMB,ZMB2015,2015,61.869,"13,144.1",,
ZMB,ZMB2016,2016,58.035,"12,167.0",,
ZMB,ZMB2017,2017,63.358,"16,393.2",,
ZMB,ZMB2018,2018,75.229,"19,794.3",,
ZMB,ZMB2019,2019,94.426,"22,009.8",,
ZMB,ZMB2020,2020,140.001,"25,393.4",,
ZMB,ZMB2021,2021,111.047,"24,536.9",,
ZMB,ZMB2022,2022,99.476,"28,969.4",,
ZMB,ZMB2023,2023,127.314,"35,855.4",,
ZMB,ZMB2024,2024,,,,
ZMB,ZMB2025,2025,,,,
ZWE,ZWE2000,2000,,,,
ZWE,ZWE2001,2001,,,,
ZWE,ZWE2002,2002,,,,
ZWE,ZWE2003,2003,,,,
ZWE,ZWE2004,2004,,,,
ZWE,ZWE2005,2005,33.062,"2,990.5",,
ZWE,ZWE2006,2006,39.438,"3,210.6",,
ZWE,ZWE2007,2007,44.671,"3,477.2",,
ZWE,ZWE2008,2008,61.078,"4,096.5",,
ZWE,ZWE2009,2009,58.71,"5,674.9",,
ZWE,ZWE2010,2010,47.578,"5,729.3",,
ZWE,ZWE2011,2011,42.858,"6,043.8",,
ZWE,ZWE2012,2012,38.379,"6,568.6",,
ZWE,ZWE2013,2013,37.048,"7,072.8",,
ZWE,ZWE2014,2014,42.312,"8,249.1",,
ZWE,ZWE2015,2015,48.029,"9,588.0",,
ZWE,ZWE2016,2016,49.908,"10,255.6",,
ZWE,ZWE2017,2017,68.935,"15,193.3",,
ZWE,ZWE2018,2018,48.125,"17,768.7",,
ZWE,ZWE2019,2019,82.337,"21,434.8",,
ZWE,ZWE2020,2020,84.466,"22,702.8",,
ZWE,ZWE2021,2021,58.172,"20,951.2",,
ZWE,ZWE2022,2022,102.14,"33,223.1",,
ZWE,ZWE2023,2023,96.699,"34,068.0",,
ZWE,ZWE2024,2024,70.259,"25,236.3",,
ZWE,ZWE2025,2025,58.008,"21,424.1",,
